
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
13:21:13.0   669674.856  4552314.178   132.490    95.208 1   0.011   0.014 Fixed      N/A!            
13:21:14.0   669673.616  4552313.750   132.576    95.294 2   0.010   0.011 Fixed      N/A!            
13:21:15.0   669672.369  4552313.470   132.465    95.184 2   0.010   0.012 Fixed      N/A!            
13:21:16.0   669671.136  4552313.294   132.482    95.200 2   0.010   0.012 Fixed      N/A!            
13:21:17.0   669669.835  4552312.992   132.496    95.214 1   0.010   0.012 Fixed      N/A!            
13:21:18.0   669668.609  4552312.634   132.410    95.128 1   0.010   0.012 Fixed      N/A!            
13:21:19.0   669667.360  4552312.320   132.457    95.174 2   0.010   0.012 Fixed      N/A!            
13:21:20.0   669666.105  4552312.115   132.389    95.107 2   0.010   0.012 Fixed      N/A!            
13:21:21.0   669664.878  4552312.008   132.349    95.067 1   0.010   0.012 Fixed      N/A!            
13:21:22.0   669663.636  4552311.811   132.370    95.088 1   0.010   0.012 Fixed      N/A!            
13:21:23.0   669662.345  4552311.492   132.298    95.015 2   0.011   0.012 Fixed      N/A!            
13:21:24.0   669661.124  4552311.188   132.287    95.005 1   0.010   0.012 Fixed      N/A!            
13:21:25.0   669659.843  4552310.982   132.303    95.021 2   0.010   0.012 Fixed      N/A!            
13:21:26.0   669658.563  4552310.827   132.225    94.943 2   0.010   0.013 Fixed      N/A!            
13:21:27.0   669657.296  4552310.528   132.262    94.980 2   0.010   0.012 Fixed      N/A!            
13:21:28.0   669656.167  4552310.555   132.235    94.952 2   0.010   0.012 Fixed      N/A!            
13:21:29.0   669654.960  4552310.543   132.149    94.867 2   0.009   0.012 Fixed      N/A!            
13:21:30.0   669653.685  4552310.495   132.204    94.921 2   0.009   0.011 Fixed      N/A!            
13:21:31.0   669652.369  4552310.479   132.143    94.861 2   0.010   0.012 Fixed      N/A!            
13:21:32.0   669651.072  4552310.521   132.098    94.815 2   0.009   0.011 Fixed      N/A!            
13:21:33.0   669649.657  4552310.635   132.144    94.862 1   0.009   0.011 Fixed      N/A!            
13:21:34.0   669648.314  4552311.043   132.071    94.788 2   0.010   0.012 Fixed      N/A!            
13:21:35.0   669647.011  4552311.311   132.029    94.747 1   0.009   0.011 Fixed      N/A!            
13:21:36.0   669645.685  4552311.563   132.064    94.782 2   0.009   0.011 Fixed      N/A!            
13:21:37.0   669644.330  4552311.863   131.987    94.704 1   0.009   0.011 Fixed      N/A!            
13:21:38.0   669643.042  4552312.268   131.927    94.644 1   0.009   0.011 Fixed      N/A!            
13:21:39.0   669641.741  4552312.491   131.954    94.672 1   0.009   0.011 Fixed      N/A!            
13:21:40.0   669640.437  4552312.517   131.913    94.631 1   0.009   0.011 Fixed      N/A!            
13:21:41.0   669639.211  4552312.405   131.853    94.570 1   0.008   0.011 Fixed      N/A!            
13:21:42.0   669637.965  4552312.317   131.890    94.608 1   0.008   0.011 Fixed      N/A!            
13:21:43.0   669636.747  4552312.266   131.787    94.504 3   0.008   0.011 Fixed      N/A!            
13:21:44.0   669635.559  4552312.133   131.797    94.515 1   0.008   0.011 Fixed      N/A!            
13:21:45.0   669634.292  4552311.931   131.765    94.482 1   0.008   0.011 Fixed      N/A!            
13:21:46.0   669633.057  4552311.755   131.665    94.382 1   0.009   0.012 Fixed      N/A!            
13:21:47.0   669631.895  4552311.672   131.706    94.424 1   0.009   0.012 Fixed      N/A!            
13:21:48.0   669630.686  4552311.641   131.622    94.339 1   0.010   0.013 Fixed      N/A!            
13:21:49.0   669629.559  4552311.641   131.637    94.355 1   0.010   0.013 Fixed      N/A!            
13:21:50.0   669628.343  4552311.487   131.600    94.318 1   0.010   0.013 Fixed      N/A!            
13:21:51.0   669627.107  4552311.290   131.514    94.231 2   0.010   0.013 Fixed      N/A!            
13:21:52.0   669625.824  4552311.273   131.559    94.276 1   0.010   0.012 Fixed      N/A!            
13:21:53.0   669624.580  4552311.448   131.478    94.196 1   0.010   0.012 Fixed      N/A!            
13:21:54.0   669623.421  4552311.718   131.463    94.180 2   0.010   0.012 Fixed      N/A!            
13:21:55.0   669622.205  4552311.898   131.469    94.187 2   0.010   0.012 Fixed      N/A!            
13:21:56.0   669620.991  4552311.827   131.379    94.097 3   0.010   0.012 Fixed      N/A!            
13:21:57.0   669619.770  4552311.839   131.376    94.093 2   0.010   0.013 Fixed      N/A!            
13:21:58.0   669618.586  4552311.783   131.391    94.109 2   0.010   0.012 Fixed      N/A!            
13:21:59.0   669617.501  4552311.770   131.328    94.046 1   0.010   0.012 Fixed      N/A!            
13:22:00.0   669616.338  4552311.673   131.344    94.062 1   0.010   0.012 Fixed      N/A!            
13:22:01.0   669615.267  4552311.561   131.260    93.977 1   0.010   0.012 Fixed      N/A!            
13:22:02.0   669614.334  4552311.475   131.286    94.003 1   0.010   0.012 Fixed      N/A!            
13:22:03.0   669613.541  4552311.475   131.226    93.943 1   0.010   0.012 Fixed      N/A!            
13:22:04.0   669612.865  4552311.293   131.200    93.917 2   0.010   0.012 Fixed      N/A!            
13:22:05.0   669612.294  4552310.912   131.169    93.886 2   0.010   0.012 Fixed      N/A!            
13:22:06.0   669612.255  4552310.962   131.194    93.912 2   0.010   0.012 Fixed      N/A!            
13:22:07.0   669612.310  4552310.999   131.221    93.938 1   0.009   0.011 Fixed      N/A!            
13:22:08.0   669612.238  4552310.960   131.229    93.946 2   0.009   0.011 Fixed      N/A!            
13:22:09.0   669612.357  4552310.991   131.196    93.913 2   0.010   0.012 Fixed      N/A!            
13:22:10.0   669612.625  4552311.182   131.201    93.918 1   0.010   0.012 Fixed      N/A!            
13:22:11.0   669613.017  4552311.181   131.237    93.954 1   0.010   0.012 Fixed      N/A!            
13:22:12.0   669613.033  4552311.241   131.238    93.955 2   0.009   0.012 Fixed      N/A!            
13:22:13.0   669612.816  4552311.198   131.210    93.927 1   0.009   0.012 Fixed      N/A!            
13:22:14.0   669612.896  4552311.252   131.208    93.925 2   0.010   0.012 Fixed      N/A!            
13:22:15.0   669612.972  4552311.298   131.210    93.927 2   0.010   0.012 Fixed      N/A!            
13:22:16.0   669613.225  4552311.574   131.214    93.931 2   0.010   0.013 Fixed      N/A!            
13:22:17.0   669613.031  4552311.391   131.232    93.949 1   0.010   0.012 Fixed      N/A!            
13:22:18.0   669612.800  4552311.303   131.218    93.935 1   0.010   0.012 Fixed      N/A!            
13:22:19.0   669612.803  4552311.388   131.251    93.968 2   0.010   0.013 Fixed      N/A!            
13:22:20.0   669613.022  4552311.388   131.234    93.951 2   0.010   0.012 Fixed      N/A!            
13:22:21.0   669613.066  4552311.434   131.235    93.952 1   0.010   0.012 Fixed      N/A!            
13:22:22.0   669612.767  4552311.232   131.239    93.956 1   0.010   0.012 Fixed      N/A!            
13:22:23.0   669612.765  4552311.248   131.218    93.935 1   0.010   0.012 Fixed      N/A!            
13:22:24.0   669612.906  4552311.433   131.214    93.931 1   0.010   0.012 Fixed      N/A!            
13:22:25.0   669612.931  4552311.513   131.219    93.937 1   0.010   0.012 Fixed      N/A!            
13:22:26.0   669612.861  4552311.284   131.207    93.924 3   0.009   0.011 Fixed      N/A!            
13:22:27.0   669612.785  4552311.315   131.224    93.941 1   0.010   0.012 Fixed      N/A!            
13:22:28.0   669612.898  4552311.461   131.244    93.961 1   0.010   0.012 Fixed      N/A!            
13:22:29.0   669612.977  4552311.632   131.245    93.962 1   0.010   0.012 Fixed      N/A!            
13:22:30.0   669612.951  4552311.533   131.243    93.961 1   0.010   0.012 Fixed      N/A!            
13:22:31.0   669612.744  4552311.370   131.232    93.950 1   0.010   0.012 Fixed      N/A!            
13:22:32.0   669612.660  4552311.363   131.236    93.953 1   0.010   0.012 Fixed      N/A!            
13:22:33.0   669612.746  4552311.376   131.236    93.953 1   0.010   0.012 Fixed      N/A!            
13:22:34.0   669612.813  4552311.390   131.230    93.947 1   0.010   0.012 Fixed      N/A!            
13:22:35.0   669613.043  4552311.610   131.258    93.975 2   0.011   0.013 Fixed      N/A!            
13:22:36.0   669613.200  4552311.357   131.224    93.942 3   0.011   0.013 Fixed      N/A!            
13:22:37.0   669612.906  4552311.395   131.212    93.929 1   0.010   0.013 Fixed      N/A!            
13:22:38.0   669612.916  4552311.283   131.233    93.950 1   0.011   0.013 Fixed      N/A!            
13:22:39.0   669613.120  4552311.174   131.214    93.931 3   0.011   0.013 Fixed      N/A!            
13:22:40.0   669613.135  4552311.120   131.213    93.931 2   0.011   0.013 Fixed      N/A!            
13:22:41.0   669613.093  4552310.959   131.217    93.934 1   0.010   0.012 Fixed      N/A!            
13:22:42.0   669612.742  4552310.637   131.234    93.952 2   0.010   0.012 Fixed      N/A!            
13:22:43.0   669612.396  4552310.540   131.214    93.932 1   0.009   0.012 Fixed      N/A!            
13:22:44.0   669612.398  4552310.561   131.212    93.929 1   0.009   0.011 Fixed      N/A!            
13:22:45.0   669612.501  4552310.493   131.196    93.913 1   0.009   0.011 Fixed      N/A!            
13:22:46.0   669612.565  4552310.510   131.199    93.916 2   0.010   0.012 Fixed      N/A!            
13:22:47.0   669612.624  4552310.539   131.209    93.926 2   0.010   0.012 Fixed      N/A!            
13:22:48.0   669612.583  4552310.525   131.201    93.918 1   0.010   0.012 Fixed      N/A!            
13:22:49.0   669612.499  4552310.458   131.216    93.933 3   0.010   0.012 Fixed      N/A!            
13:22:50.0   669612.445  4552310.562   131.191    93.908 1   0.010   0.012 Fixed      N/A!            
13:22:51.0   669612.572  4552310.743   131.204    93.921 1   0.010   0.013 Fixed      N/A!            
13:22:52.0   669612.424  4552310.761   131.202    93.919 1   0.010   0.012 Fixed      N/A!            
13:22:53.0   669612.323  4552310.743   131.181    93.899 1   0.010   0.012 Fixed      N/A!            
13:22:54.0   669612.400  4552310.704   131.197    93.914 1   0.010   0.013 Fixed      N/A!            
13:22:55.0   669612.457  4552310.761   131.201    93.918 1   0.009   0.012 Fixed      N/A!            
13:22:56.0   669612.413  4552310.739   131.199    93.916 1   0.009   0.012 Fixed      N/A!            
13:22:57.0   669612.485  4552310.808   131.219    93.936 1   0.009   0.011 Fixed      N/A!            
13:22:58.0   669612.425  4552310.788   131.223    93.940 1   0.009   0.011 Fixed      N/A!            
13:22:59.0   669612.428  4552310.728   131.211    93.928 1   0.009   0.011 Fixed      N/A!            
13:23:00.0   669612.438  4552310.698   131.185    93.902 1   0.009   0.011 Fixed      N/A!            
13:23:01.0   669612.287  4552310.771   131.192    93.909 1   0.009   0.011 Fixed      N/A!            
13:23:02.0   669612.398  4552310.729   131.204    93.921 1   0.009   0.011 Fixed      N/A!            
13:23:03.0   669612.667  4552310.807   131.197    93.914 1   0.009   0.011 Fixed      N/A!            
13:23:04.0   669612.721  4552310.787   131.156    93.873 1   0.009   0.011 Fixed      N/A!            
13:23:05.0   669612.500  4552310.773   131.200    93.917 1   0.009   0.011 Fixed      N/A!            
13:23:06.0   669612.408  4552310.781   131.204    93.921 3   0.009   0.011 Fixed      N/A!            
13:23:07.0   669612.413  4552310.710   131.192    93.910 1   0.009   0.011 Fixed      N/A!            
13:23:08.0   669612.414  4552310.675   131.180    93.897 1   0.009   0.011 Fixed      N/A!            
13:23:09.0   669612.404  4552310.678   131.175    93.892 1   0.009   0.011 Fixed      N/A!            
13:23:10.0   669612.433  4552310.651   131.164    93.882 1   0.009   0.011 Fixed      N/A!            
13:23:11.0   669612.402  4552310.687   131.173    93.890 1   0.009   0.011 Fixed      N/A!            
13:23:12.0   669612.409  4552310.667   131.164    93.881 1   0.009   0.011 Fixed      N/A!            
13:23:13.0   669612.414  4552310.665   131.163    93.880 1   0.009   0.011 Fixed      N/A!            
13:23:14.0   669612.415  4552310.670   131.164    93.881 1   0.009   0.011 Fixed      N/A!            
13:23:15.0   669612.410  4552310.670   131.168    93.885 1   0.009   0.011 Fixed      N/A!            
13:23:16.0   669612.440  4552310.662   131.160    93.877 1   0.009   0.011 Fixed      N/A!            
13:23:17.0   669612.434  4552310.655   131.160    93.877 1   0.009   0.011 Fixed      N/A!            
13:23:18.0   669612.373  4552310.666   131.167    93.884 1   0.009   0.011 Fixed      N/A!            
13:23:19.0   669612.334  4552310.713   131.187    93.904 1   0.009   0.011 Fixed      N/A!            
13:23:20.0   669612.414  4552310.748   131.189    93.907 1   0.009   0.011 Fixed      N/A!            
13:23:21.0   669612.381  4552310.763   131.187    93.904 1   0.009   0.011 Fixed      N/A!            
13:23:22.0   669612.317  4552310.754   131.187    93.904 1   0.009   0.011 Fixed      N/A!            
13:23:23.0   669612.409  4552310.722   131.193    93.910 1   0.009   0.011 Fixed      N/A!            
13:23:24.0   669612.534  4552310.821   131.180    93.897 1   0.009   0.011 Fixed      N/A!            
13:23:25.0   669612.479  4552310.746   131.180    93.897 1   0.009   0.011 Fixed      N/A!            
13:23:26.0   669612.355  4552310.689   131.174    93.891 1   0.009   0.011 Fixed      N/A!            
13:23:27.0   669612.424  4552310.662   131.169    93.886 1   0.009   0.011 Fixed      N/A!            
13:23:28.0   669612.399  4552310.671   131.168    93.885 1   0.009   0.011 Fixed      N/A!            
13:23:29.0   669612.328  4552310.692   131.165    93.882 1   0.009   0.011 Fixed      N/A!            
13:23:30.0   669612.327  4552310.721   131.182    93.899 1   0.009   0.011 Fixed      N/A!            
13:23:31.0   669612.284  4552310.869   131.224    93.941 1   0.009   0.011 Fixed      N/A!            
13:23:32.0   669611.909  4552310.967   131.219    93.936 1   0.011   0.013 Fixed      N/A!            
13:23:33.0   669612.421  4552310.994   131.234    93.951 1   0.012   0.015 Fixed      N/A!            
13:23:34.0   669612.272  4552311.163   131.252    93.969 1   0.013   0.017 Fixed      N/A!            
13:23:35.0   669612.902  4552311.324   130.828    93.545 3   2.124   2.526 Float      N/A!            
13:23:36.0   669613.014  4552311.583   131.497    94.215 4   2.964   3.480 Float      N/A!            
13:23:38.0   669612.507  4552311.088   131.214    93.931 2   0.014   0.018 Fixed      N/A!            
13:23:39.0   669612.530  4552311.086   131.208    93.925 1   0.015   0.019 Fixed      N/A!            
13:23:40.0   669612.726  4552311.109   131.197    93.914 2   0.014   0.017 Fixed      N/A!            
13:23:41.0   669612.652  4552310.802   131.179    93.896 1   0.014   0.017 Fixed      N/A!            
13:23:42.0   669612.582  4552310.774   131.175    93.892 1   0.012   0.015 Fixed      N/A!            
13:23:43.0   669612.626  4552310.804   131.180    93.897 1   0.010   0.012 Fixed      N/A!            
13:23:44.0   669612.589  4552310.806   131.181    93.898 1   0.010   0.012 Fixed      N/A!            
