
Project:     chc-rt-ppp
Program:     GrafNav Version 8.70.8722
Profile:     Grid (Selectable)
Source:      GNSS Epochs(GNSS Combined)
ProcessInfo: chc-rt-ppp by Unknown on 11/6/2021 at 11:35:08

Datum:       ITRF2014
Master 1:    Name ISTA00TUR, Status ENABLED
             Antenna height 0.061 m, to ARP [LEIAR25.R4(LEIT)]
             Lat, Lon, El Hgt 41 06 16.01860, 29 01 09.63879, 147.244 m [ITRF2014, N/A]
Remote:      Antenna height 0.000 m, to ARP [CHCI90(NONE)]
Geoid:       EGM2008-World.wpg [] (Absolute correction)

Map projection Info:
  Defined grid: UTM, Zone 35
SD Scaling Settings:
  Position: 1.0000
  Velocity: 1.0000

   GPSTime      Easting     Northing     h-Ell     H-MSL Q SDHoriz SDHeigh AmbStatus  Description     
     (HMS)          (m)          (m)       (m)       (m)       (m)     (m)                            
13:16:29.0   670015.002  4552387.321   138.070   100.794 1   0.009   0.013 Fixed      N/A!            
13:16:30.0   670013.975  4552387.093   137.978   100.702 1   0.009   0.013 Fixed      N/A!            
13:16:31.0   670012.909  4552386.829   137.987   100.711 1   0.009   0.013 Fixed      N/A!            
13:16:32.0   670011.941  4552386.513   137.863   100.587 1   0.009   0.014 Fixed      N/A!            
13:16:33.0   670010.964  4552386.245   137.897   100.620 1   0.009   0.014 Fixed      N/A!            
13:16:34.0   670010.009  4552386.128   137.820   100.544 1   0.009   0.013 Fixed      N/A!            
13:16:35.0   670008.968  4552385.823   137.772   100.496 1   0.009   0.013 Fixed      N/A!            
13:16:36.0   670007.986  4552385.523   137.755   100.479 1   0.009   0.013 Fixed      N/A!            
13:16:37.0   670006.915  4552385.124   137.654   100.378 1   0.009   0.013 Fixed      N/A!            
13:16:38.0   670005.739  4552384.851   137.633   100.357 1   0.009   0.013 Fixed      N/A!            
13:16:39.0   670004.549  4552384.608   137.588   100.312 1   0.009   0.012 Fixed      N/A!            
13:16:40.0   670003.371  4552384.323   137.459   100.183 1   0.009   0.013 Fixed      N/A!            
13:16:41.0   670002.258  4552384.080   137.461   100.185 1   0.009   0.013 Fixed      N/A!            
13:16:42.0   670001.162  4552383.902   137.385   100.109 1   0.009   0.012 Fixed      N/A!            
13:16:43.0   669999.997  4552383.632   137.289   100.013 1   0.009   0.012 Fixed      N/A!            
13:16:44.0   669998.847  4552383.432   137.292   100.015 1   0.009   0.012 Fixed      N/A!            
13:16:45.0   669997.765  4552383.202   137.196    99.920 1   0.009   0.012 Fixed      N/A!            
13:16:46.0   669996.641  4552382.992   137.147    99.871 1   0.009   0.013 Fixed      N/A!            
13:16:47.0   669995.570  4552382.741   137.103    99.827 1   0.009   0.012 Fixed      N/A!            
13:16:48.0   669994.454  4552382.396   136.995    99.718 1   0.009   0.013 Fixed      N/A!            
13:16:49.0   669993.406  4552382.009   137.011    99.735 1   0.009   0.013 Fixed      N/A!            
13:16:50.0   669992.416  4552381.526   136.945    99.669 1   0.009   0.012 Fixed      N/A!            
13:16:51.0   669991.316  4552381.086   136.879    99.602 1   0.010   0.013 Fixed      N/A!            
13:16:52.0   669990.193  4552380.771   136.868    99.592 1   0.011   0.013 Fixed      N/A!            
13:16:53.0   669989.118  4552380.399   136.766    99.489 1   0.010   0.013 Fixed      N/A!            
13:16:54.0   669988.013  4552379.933   136.696    99.420 2   0.010   0.014 Fixed      N/A!            
13:16:55.0   669986.822  4552379.666   136.674    99.398 2   0.010   0.013 Fixed      N/A!            
13:16:56.0   669985.615  4552379.663   136.558    99.281 2   0.010   0.013 Fixed      N/A!            
13:16:57.0   669984.405  4552379.634   136.556    99.279 1   0.010   0.014 Fixed      N/A!            
13:16:58.0   669983.158  4552379.501   136.499    99.223 2   0.009   0.013 Fixed      N/A!            
13:16:59.0   669981.946  4552379.178   136.377    99.101 1   0.009   0.012 Fixed      N/A!            
13:17:00.0   669980.687  4552378.816   136.335    99.059 1   0.010   0.012 Fixed      N/A!            
13:17:01.0   669979.467  4552378.377   136.315    99.038 1   0.010   0.012 Fixed      N/A!            
13:17:02.0   669978.247  4552378.061   136.255    98.978 1   0.010   0.012 Fixed      N/A!            
13:17:03.0   669977.051  4552377.701   136.189    98.912 1   0.010   0.013 Fixed      N/A!            
13:17:04.0   669975.946  4552377.193   136.168    98.891 2   0.011   0.013 Fixed      N/A!            
13:17:05.0   669974.669  4552376.964   136.092    98.815 2   0.011   0.013 Fixed      N/A!            
13:17:06.0   669973.395  4552376.710   136.026    98.749 3   0.010   0.012 Fixed      N/A!            
13:17:07.0   669972.149  4552376.475   135.997    98.720 3   0.011   0.012 Fixed      N/A!            
13:17:08.0   669970.926  4552376.261   135.955    98.678 3   0.011   0.013 Fixed      N/A!            
13:17:09.0   669969.653  4552376.094   135.874    98.597 2   0.010   0.013 Fixed      N/A!            
13:17:10.0   669968.417  4552376.039   135.870    98.593 1   0.010   0.014 Fixed      N/A!            
13:17:11.0   669967.327  4552375.828   135.799    98.522 2   0.010   0.013 Fixed      N/A!            
13:17:12.0   669966.147  4552375.528   135.764    98.487 2   0.010   0.013 Fixed      N/A!            
13:17:13.0   669964.961  4552375.254   135.733    98.456 2   0.010   0.013 Fixed      N/A!            
13:17:14.0   669963.771  4552375.010   135.647    98.370 1   0.010   0.012 Fixed      N/A!            
13:17:15.0   669962.544  4552374.797   135.626    98.349 1   0.010   0.012 Fixed      N/A!            
13:17:16.0   669961.324  4552374.620   135.608    98.331 1   0.011   0.013 Fixed      N/A!            
13:17:17.0   669960.254  4552374.365   135.526    98.249 2   0.011   0.013 Fixed      N/A!            
13:17:18.0   669959.177  4552374.062   135.527    98.250 1   0.010   0.012 Fixed      N/A!            
13:17:19.0   669958.076  4552373.868   135.486    98.208 3   0.010   0.012 Fixed      N/A!            
13:17:20.0   669956.911  4552373.662   135.385    98.108 2   0.010   0.012 Fixed      N/A!            
13:17:21.0   669955.753  4552373.441   135.402    98.125 2   0.010   0.012 Fixed      N/A!            
13:17:22.0   669954.608  4552373.111   135.376    98.099 2   0.010   0.013 Fixed      N/A!            
13:17:23.0   669953.379  4552372.853   135.256    97.979 1   0.010   0.014 Fixed      N/A!            
13:17:24.0   669952.153  4552372.604   135.272    97.995 1   0.010   0.014 Fixed      N/A!            
13:17:25.0   669950.965  4552372.426   135.237    97.960 2   0.011   0.014 Fixed      N/A!            
13:17:26.0   669949.797  4552372.362   135.130    97.853 1   0.011   0.014 Fixed      N/A!            
13:17:27.0   669948.582  4552372.227   135.130    97.853 1   0.010   0.014 Fixed      N/A!            
13:17:28.0   669947.489  4552371.889   135.186    97.909 1   0.013   0.015 Fixed      N/A!            
13:17:29.0   669946.322  4552371.393   135.132    97.855 3   0.013   0.014 Fixed      N/A!            
13:17:30.0   669945.206  4552370.993   135.168    97.891 1   0.012   0.013 Fixed      N/A!            
13:17:31.0   669944.011  4552370.714   135.170    97.893 2   0.012   0.013 Fixed      N/A!            
13:17:32.0   669942.814  4552370.558   135.088    97.811 2   0.013   0.013 Fixed      N/A!            
13:17:33.0   669941.632  4552370.398   135.103    97.826 1   0.012   0.013 Fixed      N/A!            
13:17:34.0   669940.374  4552370.238   135.082    97.804 2   0.012   0.013 Fixed      N/A!            
13:17:35.0   669939.225  4552370.127   134.983    97.705 1   0.011   0.013 Fixed      N/A!            
13:17:36.0   669938.043  4552369.981   135.003    97.726 2   0.011   0.013 Fixed      N/A!            
13:17:37.0   669936.874  4552369.815   134.986    97.708 1   0.011   0.013 Fixed      N/A!            
13:17:38.0   669935.727  4552369.732   134.915    97.637 2   0.011   0.013 Fixed      N/A!            
13:17:39.0   669934.574  4552369.619   134.927    97.650 1   0.011   0.013 Fixed      N/A!            
13:17:40.0   669933.337  4552369.464   134.836    97.558 2   0.011   0.013 Fixed      N/A!            
13:17:41.0   669932.096  4552369.253   134.794    97.516 1   0.011   0.013 Fixed      N/A!            
13:17:42.0   669930.862  4552369.071   134.797    97.519 2   0.011   0.013 Fixed      N/A!            
13:17:43.0   669929.652  4552368.839   134.743    97.466 2   0.011   0.013 Fixed      N/A!            
13:17:44.0   669928.449  4552368.703   134.690    97.412 2   0.011   0.012 Fixed      N/A!            
13:17:45.0   669927.258  4552368.527   134.719    97.442 2   0.011   0.013 Fixed      N/A!            
13:17:46.0   669925.960  4552368.318   134.637    97.360 2   0.011   0.013 Fixed      N/A!            
13:17:47.0   669924.714  4552368.076   134.584    97.306 3   0.011   0.013 Fixed      N/A!            
13:17:48.0   669923.503  4552367.864   134.626    97.349 2   0.010   0.013 Fixed      N/A!            
13:17:49.0   669922.257  4552367.642   134.561    97.283 2   0.011   0.013 Fixed      N/A!            
13:17:50.0   669920.933  4552367.493   134.496    97.218 2   0.011   0.013 Fixed      N/A!            
13:17:51.0   669919.696  4552367.332   134.518    97.240 2   0.011   0.014 Fixed      N/A!            
13:17:52.0   669918.389  4552367.106   134.458    97.180 1   0.011   0.014 Fixed      N/A!            
13:17:53.0   669917.048  4552366.883   134.327    97.049 3   0.010   0.013 Fixed      N/A!            
13:17:54.0   669915.825  4552366.587   134.356    97.078 2   0.011   0.014 Fixed      N/A!            
13:17:55.0   669914.605  4552366.371   134.353    97.076 2   0.012   0.014 Fixed      N/A!            
13:17:56.0   669913.374  4552366.271   134.296    97.019 3   0.011   0.014 Fixed      N/A!            
13:17:57.0   669912.087  4552366.185   134.196    96.918 3   0.010   0.013 Fixed      N/A!            
13:17:58.0   669910.768  4552366.038   134.133    96.856 2   0.010   0.014 Fixed      N/A!            
13:17:59.0   669909.497  4552365.742   134.085    96.807 2   0.009   0.013 Fixed      N/A!            
13:18:00.0   669908.237  4552365.555   134.034    96.756 2   0.009   0.013 Fixed      N/A!            
13:18:01.0   669907.000  4552365.378   134.028    96.750 2   0.009   0.012 Fixed      N/A!            
13:18:02.0   669905.792  4552365.249   133.991    96.713 2   0.009   0.012 Fixed      N/A!            
13:18:03.0   669904.556  4552365.153   134.080    96.802 2   0.009   0.012 Fixed      N/A!            
13:18:04.0   669903.252  4552364.903   133.950    96.672 2   0.009   0.013 Fixed      N/A!            
13:18:05.0   669902.073  4552364.602   133.949    96.671 2   0.010   0.013 Fixed      N/A!            
13:18:06.0   669900.840  4552364.324   133.928    96.650 2   0.010   0.014 Fixed      N/A!            
13:18:07.0   669899.610  4552364.119   133.850    96.572 2   0.011   0.015 Fixed      N/A!            
13:18:08.0   669898.361  4552363.805   133.855    96.577 2   0.012   0.016 Fixed      N/A!            
13:18:09.0   669897.042  4552363.488   133.828    96.550 1   0.012   0.018 Fixed      N/A!            
13:18:10.0   669895.841  4552363.215   133.777    96.499 1   0.011   0.016 Fixed      N/A!            
13:18:11.0   669894.598  4552362.964   133.816    96.538 3   0.010   0.014 Fixed      N/A!            
13:18:12.0   669893.355  4552362.789   133.765    96.487 1   0.010   0.016 Fixed      N/A!            
13:18:13.0   669892.127  4552362.721   133.749    96.471 1   0.011   0.016 Fixed      N/A!            
13:18:14.0   669890.857  4552362.631   133.747    96.468 2   0.011   0.018 Fixed      N/A!            
13:18:15.0   669889.618  4552362.384   133.668    96.389 2   0.012   0.018 Fixed      N/A!            
13:18:16.0   669888.395  4552362.120   133.648    96.369 2   0.012   0.018 Fixed      N/A!            
13:18:17.0   669887.133  4552361.799   133.614    96.336 2   0.012   0.018 Fixed      N/A!            
13:18:18.0   669885.870  4552361.169   133.566    96.287 1   0.012   0.019 Fixed      N/A!            
13:18:19.0   669884.530  4552360.891   133.537    96.259 1   0.013   0.020 Fixed      N/A!            
13:18:20.0   669883.077  4552360.645   133.537    96.259 1   0.013   0.020 Fixed      N/A!            
13:18:22.0   669880.319  4552360.381   133.474    96.195 2   0.012   0.017 Fixed      N/A!            
13:18:23.0   669878.813  4552360.266   133.515    96.236 2   0.012   0.017 Fixed      N/A!            
13:18:24.0   669877.464  4552360.276   133.453    96.174 3   0.011   0.015 Fixed      N/A!            
13:18:25.0   669876.122  4552360.302   133.453    96.175 2   0.011   0.016 Fixed      N/A!            
13:18:26.0   669874.706  4552360.255   133.499    96.220 2   0.010   0.016 Fixed      N/A!            
13:18:27.0   669873.344  4552360.303   133.432    96.154 1   0.010   0.016 Fixed      N/A!            
13:18:28.0   669872.041  4552360.210   133.410    96.132 2   0.010   0.015 Fixed      N/A!            
13:18:29.0   669870.694  4552360.073   133.459    96.180 2   0.010   0.014 Fixed      N/A!            
13:18:30.0   669869.361  4552359.905   133.423    96.144 1   0.009   0.013 Fixed      N/A!            
13:18:31.0   669868.052  4552359.795   133.409    96.131 1   0.009   0.012 Fixed      N/A!            
13:18:32.0   669866.671  4552359.716   133.461    96.182 1   0.009   0.012 Fixed      N/A!            
13:18:33.0   669865.320  4552359.633   133.377    96.099 1   0.009   0.012 Fixed      N/A!            
13:18:34.0   669864.165  4552359.379   133.392    96.114 1   0.009   0.012 Fixed      N/A!            
13:18:35.0   669862.854  4552359.063   133.391    96.113 1   0.009   0.012 Fixed      N/A!            
13:18:36.0   669861.535  4552358.782   133.330    96.051 2   0.009   0.012 Fixed      N/A!            
13:18:37.0   669860.177  4552358.531   133.384    96.106 1   0.009   0.013 Fixed      N/A!            
13:18:38.0   669858.762  4552358.251   133.395    96.116 1   0.009   0.012 Fixed      N/A!            
13:18:39.0   669857.460  4552357.996   133.313    96.034 1   0.009   0.012 Fixed      N/A!            
13:18:40.0   669856.278  4552357.621   133.353    96.074 1   0.009   0.012 Fixed      N/A!            
13:18:41.0   669855.073  4552357.072   133.349    96.071 1   0.009   0.012 Fixed      N/A!            
13:18:42.0   669853.876  4552356.552   133.342    96.063 1   0.009   0.012 Fixed      N/A!            
13:18:43.0   669852.688  4552356.029   133.383    96.105 3   0.009   0.012 Fixed      N/A!            
13:18:44.0   669851.401  4552355.520   133.321    96.042 2   0.009   0.012 Fixed      N/A!            
13:18:45.0   669850.294  4552355.027   133.370    96.091 2   0.009   0.012 Fixed      N/A!            
13:18:46.0   669849.126  4552354.638   133.358    96.079 1   0.009   0.011 Fixed      N/A!            
13:18:47.0   669847.896  4552354.268   133.376    96.097 1   0.011   0.013 Fixed      N/A!            
13:18:48.0   669846.630  4552353.904   133.410    96.131 3   0.014   0.016 Fixed      N/A!            
13:18:49.0   669845.413  4552353.640   133.316    96.037 2   0.013   0.016 Fixed      N/A!            
13:18:50.0   669844.227  4552353.381   133.411    96.132 3   0.012   0.015 Fixed      N/A!            
13:18:51.0   669842.940  4552353.228   133.414    96.135 2   0.012   0.016 Fixed      N/A!            
13:18:52.0   669841.653  4552353.081   133.419    96.140 3   0.010   0.014 Fixed      N/A!            
13:18:53.0   669840.345  4552352.756   133.490    96.211 1   0.009   0.012 Fixed      N/A!            
13:18:54.0   669839.100  4552352.441   133.406    96.127 2   0.009   0.012 Fixed      N/A!            
13:18:55.0   669837.974  4552352.173   133.496    96.217 1   0.009   0.013 Fixed      N/A!            
13:18:56.0   669836.702  4552351.937   133.445    96.166 2   0.009   0.012 Fixed      N/A!            
13:18:57.0   669835.544  4552351.674   133.477    96.198 3   0.009   0.012 Fixed      N/A!            
13:18:58.0   669834.280  4552351.330   133.485    96.205 2   0.009   0.012 Fixed      N/A!            
13:18:59.0   669833.070  4552351.013   133.485    96.206 2   0.009   0.012 Fixed      N/A!            
13:19:00.0   669831.831  4552350.839   133.555    96.275 2   0.009   0.012 Fixed      N/A!            
13:19:01.0   669830.568  4552350.647   133.499    96.220 2   0.009   0.012 Fixed      N/A!            
13:19:02.0   669829.343  4552350.335   133.589    96.310 3   0.009   0.012 Fixed      N/A!            
13:19:03.0   669828.077  4552350.040   133.486    96.206 2   0.009   0.012 Fixed      N/A!            
13:19:04.0   669826.889  4552349.786   133.592    96.313 2   0.009   0.012 Fixed      N/A!            
13:19:05.0   669825.747  4552349.609   133.535    96.255 2   0.009   0.011 Fixed      N/A!            
13:19:06.0   669824.773  4552349.420   133.604    96.325 2   0.009   0.011 Fixed      N/A!            
13:19:07.0   669823.621  4552349.044   133.555    96.276 1   0.009   0.012 Fixed      N/A!            
13:19:08.0   669822.528  4552348.803   133.613    96.334 3   0.009   0.012 Fixed      N/A!            
13:19:09.0   669821.365  4552348.677   133.542    96.263 2   0.009   0.012 Fixed      N/A!            
13:19:10.0   669820.237  4552348.417   133.627    96.348 2   0.010   0.013 Fixed      N/A!            
13:19:11.0   669819.074  4552348.113   133.526    96.246 2   0.010   0.012 Fixed      N/A!            
13:19:12.0   669818.030  4552347.703   133.628    96.349 3   0.009   0.012 Fixed      N/A!            
13:19:13.0   669816.808  4552347.283   133.601    96.321 1   0.009   0.013 Fixed      N/A!            
13:19:14.0   669815.691  4552347.024   133.653    96.373 1   0.009   0.013 Fixed      N/A!            
13:19:15.0   669814.496  4552346.705   133.623    96.344 1   0.009   0.013 Fixed      N/A!            
13:19:16.0   669813.412  4552346.396   133.656    96.376 1   0.009   0.013 Fixed      N/A!            
13:19:17.0   669812.171  4552346.174   133.627    96.348 2   0.009   0.012 Fixed      N/A!            
13:19:18.0   669811.011  4552345.959   133.650    96.370 2   0.009   0.013 Fixed      N/A!            
13:19:19.0   669809.729  4552345.510   133.687    96.407 1   0.009   0.012 Fixed      N/A!            
13:19:20.0   669808.487  4552345.086   133.646    96.366 2   0.008   0.012 Fixed      N/A!            
13:19:21.0   669807.280  4552344.778   133.692    96.413 2   0.009   0.012 Fixed      N/A!            
13:19:22.0   669806.013  4552344.567   133.668    96.388 2   0.009   0.012 Fixed      N/A!            
13:19:23.0   669804.797  4552344.365   133.704    96.425 2   0.009   0.012 Fixed      N/A!            
13:19:24.0   669803.486  4552344.042   133.683    96.404 2   0.009   0.011 Fixed      N/A!            
13:19:25.0   669802.283  4552343.699   133.652    96.373 1   0.009   0.012 Fixed      N/A!            
13:19:26.0   669800.996  4552343.446   133.726    96.446 2   0.009   0.012 Fixed      N/A!            
13:19:27.0   669799.732  4552343.273   133.659    96.380 1   0.009   0.012 Fixed      N/A!            
13:19:28.0   669798.498  4552343.030   133.727    96.447 1   0.009   0.012 Fixed      N/A!            
13:19:29.0   669797.169  4552342.701   133.693    96.413 1   0.009   0.012 Fixed      N/A!            
13:19:30.0   669795.960  4552342.381   133.717    96.437 1   0.009   0.012 Fixed      N/A!            
13:19:31.0   669794.674  4552342.086   133.761    96.481 1   0.009   0.012 Fixed      N/A!            
13:19:32.0   669793.338  4552341.893   133.718    96.438 1   0.009   0.012 Fixed      N/A!            
13:19:33.0   669792.107  4552341.642   133.774    96.495 2   0.009   0.012 Fixed      N/A!            
13:19:34.0   669790.772  4552341.253   133.733    96.453 1   0.009   0.012 Fixed      N/A!            
13:19:35.0   669789.537  4552340.922   133.732    96.452 1   0.009   0.013 Fixed      N/A!            
13:19:36.0   669788.167  4552340.651   133.806    96.526 1   0.009   0.013 Fixed      N/A!            
13:19:37.0   669786.833  4552340.447   133.774    96.494 1   0.009   0.012 Fixed      N/A!            
13:19:38.0   669785.594  4552340.219   133.797    96.517 2   0.009   0.012 Fixed      N/A!            
13:19:39.0   669784.363  4552339.905   133.816    96.536 2   0.009   0.012 Fixed      N/A!            
13:19:40.0   669783.179  4552339.592   133.774    96.494 2   0.009   0.012 Fixed      N/A!            
13:19:41.0   669781.920  4552339.343   133.845    96.565 1   0.009   0.012 Fixed      N/A!            
13:19:42.0   669780.694  4552339.134   133.791    96.511 2   0.009   0.012 Fixed      N/A!            
13:19:43.0   669779.513  4552338.838   133.845    96.564 1   0.009   0.012 Fixed      N/A!            
13:19:44.0   669778.264  4552338.486   133.802    96.522 1   0.009   0.012 Fixed      N/A!            
13:19:45.0   669777.050  4552338.189   133.791    96.511 2   0.010   0.012 Fixed      N/A!            
13:19:46.0   669775.760  4552337.989   133.874    96.594 1   0.010   0.012 Fixed      N/A!            
13:19:47.0   669774.520  4552337.795   133.832    96.552 2   0.008   0.012 Fixed      N/A!            
13:19:48.0   669773.294  4552337.509   133.908    96.627 1   0.008   0.012 Fixed      N/A!            
13:19:49.0   669772.063  4552337.205   133.830    96.550 2   0.008   0.011 Fixed      N/A!            
13:19:50.0   669770.956  4552336.883   133.906    96.626 1   0.008   0.011 Fixed      N/A!            
13:19:51.0   669769.731  4552336.633   133.874    96.594 1   0.008   0.011 Fixed      N/A!            
13:19:52.0   669768.529  4552336.529   133.898    96.618 1   0.009   0.012 Fixed      N/A!            
13:19:53.0   669767.273  4552336.394   133.902    96.622 3   0.010   0.012 Fixed      N/A!            
13:19:54.0   669766.055  4552336.158   133.882    96.601 2   0.010   0.012 Fixed      N/A!            
13:19:55.0   669764.891  4552335.975   133.932    96.652 1   0.010   0.012 Fixed      N/A!            
13:19:56.0   669763.782  4552335.882   133.889    96.609 2   0.010   0.012 Fixed      N/A!            
13:19:57.0   669762.598  4552335.561   133.955    96.674 1   0.010   0.012 Fixed      N/A!            
13:19:58.0   669761.427  4552335.163   133.894    96.613 3   0.009   0.012 Fixed      N/A!            
13:19:59.0   669760.275  4552334.804   133.954    96.673 1   0.009   0.014 Fixed      N/A!            
13:20:00.0   669759.060  4552334.447   133.852    96.572 2   0.009   0.013 Fixed      N/A!            
13:20:01.0   669757.894  4552333.989   133.916    96.635 2   0.009   0.012 Fixed      N/A!            
13:20:02.0   669756.657  4552333.479   133.918    96.637 2   0.009   0.013 Fixed      N/A!            
13:20:03.0   669755.495  4552333.011   133.858    96.577 2   0.009   0.012 Fixed      N/A!            
13:20:04.0   669754.350  4552332.749   133.929    96.649 1   0.009   0.013 Fixed      N/A!            
13:20:05.0   669753.172  4552332.579   133.870    96.589 1   0.010   0.014 Fixed      N/A!            
13:20:06.0   669752.009  4552332.402   133.957    96.677 1   0.010   0.014 Fixed      N/A!            
13:20:07.0   669750.771  4552332.193   133.874    96.593 2   0.010   0.013 Fixed      N/A!            
13:20:08.0   669749.590  4552332.110   133.908    96.627 1   0.010   0.013 Fixed      N/A!            
13:20:09.0   669748.366  4552332.068   133.851    96.570 1   0.010   0.013 Fixed      N/A!            
13:20:10.0   669747.198  4552331.972   133.834    96.554 2   0.010   0.013 Fixed      N/A!            
13:20:11.0   669745.992  4552331.763   133.856    96.575 3   0.009   0.012 Fixed      N/A!            
13:20:12.0   669744.735  4552331.512   133.760    96.479 1   0.010   0.013 Fixed      N/A!            
13:20:13.0   669743.559  4552331.359   133.835    96.554 1   0.010   0.013 Fixed      N/A!            
13:20:14.0   669742.313  4552331.268   133.752    96.472 3   0.011   0.014 Fixed      N/A!            
13:20:15.0   669741.110  4552331.194   133.759    96.478 2   0.011   0.014 Fixed      N/A!            
13:20:16.0   669739.851  4552330.869   133.746    96.465 1   0.012   0.014 Fixed      N/A!            
13:20:17.0   669738.660  4552330.556   133.676    96.395 2   0.013   0.014 Fixed      N/A!            
13:20:18.0   669737.430  4552330.165   133.738    96.457 2   0.014   0.014 Fixed      N/A!            
13:20:19.0   669736.091  4552330.287   133.653    96.372 3   0.015   0.013 Fixed      N/A!            
13:20:20.0   669734.908  4552330.655   133.659    96.378 2   0.018   0.016 Fixed      N/A!            
13:20:21.0   669733.749  4552330.725   133.620    96.339 2   0.028   0.024 Fixed      N/A!            
13:20:22.0   669732.607  4552330.651   133.547    96.266 3   0.040   0.035 Fixed      N/A!            
13:20:23.0   669731.698  4552330.028   133.569    96.288 3   0.032   0.030 Fixed      N/A!            
13:20:24.0   669730.562  4552329.813   133.556    96.275 3   0.027   0.025 Float      N/A!            
13:20:25.0   669729.426  4552329.597   133.544    96.263 3   0.021   0.019 Fixed      N/A!            
13:20:26.0   669728.538  4552329.026   133.995    96.714 5   2.644   3.279 Float      N/A!            
13:20:27.0   669727.340  4552328.655   134.001    96.720 4   2.674   3.339 Float      N/A!            
13:20:28.0   669725.804  4552328.496   133.510    96.229 3   0.014   0.017 Fixed      N/A!            
13:20:29.0   669724.602  4552328.408   133.430    96.149 3   0.014   0.018 Fixed      N/A!            
13:20:30.0   669723.397  4552328.488   133.425    96.144 3   0.015   0.019 Fixed      N/A!            
13:20:31.0   669722.191  4552328.567   133.418    96.137 3   0.012   0.015 Fixed      N/A!            
13:20:32.0   669720.988  4552328.547   133.412    96.131 2   0.012   0.015 Fixed      N/A!            
13:20:33.0   669719.919  4552327.916   133.412    96.130 2   0.012   0.014 Fixed      N/A!            
13:20:34.0   669718.787  4552327.287   133.352    96.070 3   0.012   0.014 Fixed      N/A!            
13:20:35.0   669717.551  4552326.862   133.292    96.011 2   0.014   0.016 Fixed      N/A!            
13:20:36.0   669716.325  4552326.492   133.251    95.970 2   0.015   0.019 Fixed      N/A!            
13:20:37.0   669715.073  4552326.070   133.183    95.902 2   0.015   0.021 Fixed      N/A!            
13:20:38.0   669713.864  4552325.535   133.191    95.910 2   0.014   0.020 Fixed      N/A!            
13:20:39.0   669712.712  4552325.501   133.206    95.924 2   0.013   0.020 Fixed      N/A!            
13:20:40.0   669711.562  4552325.472   133.217    95.936 3   0.011   0.017 Fixed      N/A!            
13:20:41.0   669710.762  4552325.865   133.233    95.951 1   0.010   0.015 Fixed      N/A!            
13:20:42.0   669710.171  4552326.349   133.227    95.945 2   0.010   0.013 Fixed      N/A!            
13:20:43.0   669709.737  4552326.715   133.220    95.939 2   0.010   0.015 Fixed      N/A!            
13:20:44.0   669708.952  4552326.384   133.262    95.980 1   0.010   0.014 Fixed      N/A!            
13:20:45.0   669708.450  4552325.332   133.213    95.931 2   0.010   0.014 Fixed      N/A!            
13:20:46.0   669707.660  4552324.399   133.201    95.920 2   0.010   0.015 Fixed      N/A!            
13:20:47.0   669706.634  4552323.504   133.185    95.904 2   0.010   0.014 Fixed      N/A!            
13:20:48.0   669705.608  4552322.756   133.097    95.816 1   0.010   0.013 Fixed      N/A!            
13:20:49.0   669704.556  4552322.037   133.145    95.864 2   0.010   0.013 Fixed      N/A!            
13:20:50.0   669703.298  4552321.428   133.104    95.822 2   0.009   0.012 Fixed      N/A!            
13:20:51.0   669702.122  4552320.941   133.018    95.736 2   0.009   0.013 Fixed      N/A!            
13:20:52.0   669700.956  4552320.509   133.044    95.763 2   0.014   0.018 Fixed      N/A!            
13:20:54.0   669698.518  4552319.821   132.977    95.695 2   0.011   0.013 Fixed      N/A!            
13:20:55.0   669697.245  4552319.477   132.996    95.715 2   0.010   0.013 Fixed      N/A!            
13:20:56.0   669695.987  4552319.108   132.931    95.650 2   0.009   0.011 Fixed      N/A!            
13:20:57.0   669694.758  4552318.722   132.921    95.640 2   0.009   0.012 Fixed      N/A!            
13:20:58.0   669693.505  4552318.364   132.921    95.639 3   0.012   0.015 Fixed      N/A!            
13:20:59.0   669692.295  4552318.038   132.850    95.569 3   0.014   0.018 Fixed      N/A!            
13:21:00.0   669691.046  4552317.822   132.874    95.592 2   0.015   0.018 Fixed      N/A!            
13:21:01.0   669689.821  4552317.528   132.824    95.542 2   0.014   0.017 Fixed      N/A!            
13:21:02.0   669688.578  4552317.191   132.749    95.468 3   0.011   0.016 Fixed      N/A!            
13:21:03.0   669687.273  4552316.889   132.834    95.552 3   0.011   0.015 Fixed      N/A!            
13:21:04.0   669685.936  4552316.683   132.772    95.490 3   0.010   0.014 Fixed      N/A!            
13:21:05.0   669684.649  4552316.489   132.716    95.435 2   0.011   0.013 Fixed      N/A!            
13:21:06.0   669683.385  4552316.179   132.788    95.506 1   0.013   0.014 Fixed      N/A!            
13:21:07.0   669682.154  4552315.899   132.686    95.404 2   0.014   0.014 Fixed      N/A!            
13:21:08.0   669681.032  4552315.596   132.689    95.407 2   0.013   0.014 Fixed      N/A!            
13:21:09.0   669679.789  4552315.290   132.643    95.361 2   0.011   0.013 Fixed      N/A!            
13:21:10.0   669678.597  4552315.050   132.584    95.302 1   0.011   0.013 Fixed      N/A!            
13:21:11.0   669677.382  4552314.765   132.642    95.360 2   0.010   0.012 Fixed      N/A!            
13:21:12.0   669676.061  4552314.484   132.614    95.332 3   0.011   0.014 Fixed      N/A!            
